localityId, localityName, dataId, x, y, latitude, longitude, zone, altitude, horiz_precision, vert_precision, planeType, dip, dipAzimuth, strike, declination, unitId, timedate, notes
150e58a69478d361873de60dff6c5d39,  Locality 5,  9c4209c3b0832605ec7969f0be77e727, x, y, lat, long, 0, 0, 0, -1,  Joint, 59.10367203, 58.35996246, 328.3599548, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2299,  
150e58a69478d361873de60dff6c5d39,  Locality 5,  99bac612f0418f99206b561c714f2443, x, y, lat, long, 0, 0, 0, -1,  Joint, 57.45514679, 46.48613739, 316.486145, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2300,  
150e58a69478d361873de60dff6c5d39,  Locality 5,  ddf0ad993da2ac22fd2286cf045e81de, x, y, lat, long, 0, 0, 0, -1,  Joint, 71.43859863, 326.4150085, 236.4150085, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2301,  
150e58a69478d361873de60dff6c5d39,  Locality 5,  8802b66269dd63dba0be48ba7ec46de6, x, y, lat, long, 0, 0, 0, -1,  Joint, 64.14897919, 34.15441132, 304.154419, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2302,  
150e58a69478d361873de60dff6c5d39,  Locality 5,  0630b80d8b2b30a90772f6ca23769f8e, x, y, lat, long, 0, 0, 0, -1,  Joint, 82.77117157, 157.641098, 67.64109802, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2303,  
150e58a69478d361873de60dff6c5d39,  Locality 5,  a0aa126b65b64695bf156f1ac2060375, x, y, lat, long, 0, 0, 0, -1,  Joint, 79.06282043, 161.3623962, 71.36239624, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2304,  
150e58a69478d361873de60dff6c5d39,  Locality 5,  c8a27a28225e7e116c7b940e02e70d0e, x, y, lat, long, 0, 0, 0, -1,  Joint, 58.11872482, 38.98913574, 308.9891357, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2305,  
150e58a69478d361873de60dff6c5d39,  Locality 5,  f54a7be2029b3071cf70d646bfa12e11, x, y, lat, long, 0, 0, 0, -1,  Joint, 40.43810272, 33.03311157, 303.0331116, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2306,  
150e58a69478d361873de60dff6c5d39,  Locality 5,  7d3a212560a623b03e512ab342d722b1, x, y, lat, long, 0, 0, 0, -1,  Joint, 73.47751617, 324.0734253, 234.0734253, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2307,  
150e58a69478d361873de60dff6c5d39,  Locality 5,  8971e7fb1249883166b3108301cc6bc9, x, y, lat, long, 0, 0, 0, -1,  Joint, 53.33612823, 40.37153625, 310.371521, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2308,  
150e58a69478d361873de60dff6c5d39,  Locality 5,  0770e82ba8792053bc3a4184d63134aa, x, y, lat, long, 0, 0, 0, -1,  Joint, 57.27642822, 36.37797928, 306.3779907, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2309,  
150e58a69478d361873de60dff6c5d39,  Locality 5,  cb41c2ed980ca06b71c57ce2bfdf8c7f, x, y, lat, long, 0, 0, 0, -1,  Joint, 65.02655792, 141.8224793, 51.82247925, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2310,  
150e58a69478d361873de60dff6c5d39,  Locality 5,  bc49b5e34bf93b0eeaa8efc9a47dcba0, x, y, lat, long, 0, 0, 0, -1,  Joint, 79.06650543, 165.7740021, 75.77400208, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2311,  
150e58a69478d361873de60dff6c5d39,  Locality 5,  b78d9c0b23e2f43bcd333f5fd78b764c, x, y, lat, long, 0, 0, 0, -1,  Joint, 61.43080139, 10.57363892, 280.5736389, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2312,  
150e58a69478d361873de60dff6c5d39,  Locality 5,  a6a8726679dc6cd2bb7cec92183631df, x, y, lat, long, 0, 0, 0, -1,  Joint, 76.07814026, 317.5218201, 227.5218201, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2313,  
150e58a69478d361873de60dff6c5d39,  Locality 5,  7bb48a611473f002aac6fcae5271295b, x, y, lat, long, 0, 0, 0, -1,  Joint, 56.08971786, 37.70705795, 307.7070618, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2314,  
150e58a69478d361873de60dff6c5d39,  Locality 5,  1272a0d0c39bde80091f1da29bdb6027, x, y, lat, long, 0, 0, 0, -1,  Joint, 89, 177.1339111, 87.13391113, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2315,  
150e58a69478d361873de60dff6c5d39,  Locality 5,  1cabf3a4e0f26802879da775ee8d887c, x, y, lat, long, 0, 0, 0, -1,  Joint, 84.9043808, 356.6681519, 266.6681519, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2316,  
150e58a69478d361873de60dff6c5d39,  Locality 5,  f44461017121353dc0a94943ed544157, x, y, lat, long, 0, 0, 0, -1,  Joint, 83.00115204, 110.4459534, 20.44595337, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2317,  
150e58a69478d361873de60dff6c5d39,  Locality 5,  b0f4da4805945e607bdb4c3aa6664fd2, x, y, lat, long, 0, 0, 0, -1,  Joint, 65.08106995, 316.0794678, 226.0794678, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2318,  
150e58a69478d361873de60dff6c5d39,  Locality 5,  76baefebaaa7fedbf137567aa434ff8b, x, y, lat, long, 0, 0, 0, -1,  Joint, 50.81122971, 43.23575211, 313.2357483, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2319,  
150e58a69478d361873de60dff6c5d39,  Locality 5,  8a5e4d7c9779575e069f3618a850d99d, x, y, lat, long, 0, 0, 0, -1,  Joint, 85.86222839, 219.8224487, 129.8224487, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2320,  
150e58a69478d361873de60dff6c5d39,  Locality 5,  fc7d5935ef24a16dcfa8c8559a6bf3c3, x, y, lat, long, 0, 0, 0, -1,  Joint, 86.22333527, 37.86830902, 307.8683167, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2321,  
150e58a69478d361873de60dff6c5d39,  Locality 5,  e66b3a9819d88f87633050ac1bd6bd21, x, y, lat, long, 0, 0, 0, -1,  Joint, 54.4119072, 47.69306183, 317.6930542, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2322,  
150e58a69478d361873de60dff6c5d39,  Locality 5,  85b900667a868ca004fb7e072ed40a7f, x, y, lat, long, 0, 0, 0, -1,  Joint, 65.21086121, 136.0831604, 46.0831604, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2323,  
150e58a69478d361873de60dff6c5d39,  Locality 5,  836656e197dae2b10fa7001c0bab951f, x, y, lat, long, 0, 0, 0, -1,  Joint, 40.19758987, 349.2640076, 259.2640076, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2324,  
150e58a69478d361873de60dff6c5d39,  Locality 5,  9c57c0b67ed2991966e326cb2e6e727d, x, y, lat, long, 0, 0, 0, -1,  Joint, 85.1533432, 167.1942139, 77.19421387, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2325,  
150e58a69478d361873de60dff6c5d39,  Locality 5,  d03160ce2813d729f8fc92c6e6477772, x, y, lat, long, 0, 0, 0, -1,  Joint, 77.54155731, 166.3791199, 76.37911987, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2326,  
150e58a69478d361873de60dff6c5d39,  Locality 5,  18ae8c342fb8f8d2fc5b4d52d2633690, x, y, lat, long, 0, 0, 0, -1,  Joint, 79.28771973, 168.4704742, 78.47047424, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2327,  
150e58a69478d361873de60dff6c5d39,  Locality 5,  571bcf5d8e32e46a30f5962178746d2e, x, y, lat, long, 0, 0, 0, -1,  Joint, 67.5371933, 180.2269592, 90.22695923, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2328,  
150e58a69478d361873de60dff6c5d39,  Locality 5,  b9896f1040360efd080f8af2fb88fe8a, x, y, lat, long, 0, 0, 0, -1,  Joint, 59.84971619, 17.77122116, 287.7712402, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2329,  
150e58a69478d361873de60dff6c5d39,  Locality 5,  d68e40b17fef5f62940ed7926eb7af71, x, y, lat, long, 0, 0, 0, -1,  Joint, 65.78958893, 76.04981995, 346.0498047, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2330,  
150e58a69478d361873de60dff6c5d39,  Locality 5,  9de5f941d5962afb395bea2bfb311f6c, x, y, lat, long, 0, 0, 0, -1,  Joint, 88.69589233, 180.5388184, 90.53881836, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2331,  
150e58a69478d361873de60dff6c5d39,  Locality 5,  40c41d0201c2f710143cb43765827142, x, y, lat, long, 0, 0, 0, -1,  Joint, 88.12145233, 325.2338562, 235.2338562, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2332,  
150e58a69478d361873de60dff6c5d39,  Locality 5,  337678f3aa1da1bc9888577867bec62d, x, y, lat, long, 0, 0, 0, -1,  Joint, 49.12322235, 62.17593384, 332.1759338, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2333,  
150e58a69478d361873de60dff6c5d39,  Locality 5,  83769775dd0c70d609ac01f5b5f1ac1c, x, y, lat, long, 0, 0, 0, -1,  Joint, 84.73777771, 163.5265808, 73.52658081, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2334,  
150e58a69478d361873de60dff6c5d39,  Locality 5,  d7b7cc69be028937a8e286dd5c12081f, x, y, lat, long, 0, 0, 0, -1,  Joint, 82.22738647, 165.1130371, 75.11303711, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2335,  
150e58a69478d361873de60dff6c5d39,  Locality 5,  9ef7c3f40d6c30b127e9ec27bdf84568, x, y, lat, long, 0, 0, 0, -1,  Joint, 83.39768219, 164.0272522, 74.0272522, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2336,  
150e58a69478d361873de60dff6c5d39,  Locality 5,  310bec63c34953a36108f7e3efb376ac, x, y, lat, long, 0, 0, 0, -1,  Joint, 83.41738892, 166.252594, 76.25259399, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2337,  
150e58a69478d361873de60dff6c5d39,  Locality 5,  5ec971d8d73d495e14fc80977203b90c, x, y, lat, long, 0, 0, 0, -1,  Joint, 60.85854721, 43.30096436, 313.3009644, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2338,  
150e58a69478d361873de60dff6c5d39,  Locality 5,  178f2251338c0a3ae28084fa1f2ebf63, x, y, lat, long, 0, 0, 0, -1,  Joint, 81.81249237, 3.96238399, 273.9624023, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2339,  
150e58a69478d361873de60dff6c5d39,  Locality 5,  1293f483821b511ab945c49fe40f23b1, x, y, lat, long, 0, 0, 0, -1,  Joint, 70.55142975, 180.967041, 90.96704102, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2340,  
150e58a69478d361873de60dff6c5d39,  Locality 5,  a44c9ac06bb5777f8d08244966540656, x, y, lat, long, 0, 0, 0, -1,  Joint, 68.32764435, 71.83540344, 341.8353882, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2341,  
150e58a69478d361873de60dff6c5d39,  Locality 5,  a03eb04f3a46701ca072a0eb435adaec, x, y, lat, long, 0, 0, 0, -1,  Joint, 67.09854126, 108.1597519, 18.15975189, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2342,  
150e58a69478d361873de60dff6c5d39,  Locality 5,  314b9c4444d28d252b5ba2da86081839, x, y, lat, long, 0, 0, 0, -1,  Joint, 71.12154388, 88.4332962, 358.4332886, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2343,  
150e58a69478d361873de60dff6c5d39,  Locality 5,  f73cbf92fb8105ab5a153c1b35ddd0f3, x, y, lat, long, 0, 0, 0, -1,  Joint, 81.97638702, 161.0101013, 71.01010132, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2344,  
150e58a69478d361873de60dff6c5d39,  Locality 5,  0c3f4df48babcb4bba9f262031e76fea, x, y, lat, long, 0, 0, 0, -1,  Joint, 64.84417725, 3.25822973, 273.2582398, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2345,  
150e58a69478d361873de60dff6c5d39,  Locality 5,  b80da89d051d251700c2f6ab111bc0da, x, y, lat, long, 0, 0, 0, -1,  Joint, 80.00221252, 177.7205505, 87.72055054, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2346,  
150e58a69478d361873de60dff6c5d39,  Locality 5,  27cf2a85dfb22dd4a967def59e06eab7, x, y, lat, long, 0, 0, 0, -1,  Joint, 79.70352173, 356.8141785, 266.8141785, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2347,  
150e58a69478d361873de60dff6c5d39,  Locality 5,  736b06c63e0d14d976b824b86aae268f, x, y, lat, long, 0, 0, 0, -1,  Joint, 73.75676727, 353.7195435, 263.7195435, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2348,  
150e58a69478d361873de60dff6c5d39,  Locality 5,  303600c7a88f8f32184667b300f09b0a, x, y, lat, long, 0, 0, 0, -1,  Joint, 68.4983139, 48.19280624, 318.1928101, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2349,  
150e58a69478d361873de60dff6c5d39,  Locality 5,  f9128317f03be28666c57648c443d56b, x, y, lat, long, 0, 0, 0, -1,  Joint, 66.05272675, 1.72391737, 271.7239075, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2350,  
150e58a69478d361873de60dff6c5d39,  Locality 5,  58385ab00352c378486a5e8961785f4e, x, y, lat, long, 0, 0, 0, -1,  Joint, 87.16931915, 165.1637268, 75.16372681, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2351,  
150e58a69478d361873de60dff6c5d39,  Locality 5,  64caba4bddf5f7385d0072094c5c0dcd, x, y, lat, long, 0, 0, 0, -1,  Joint, 62.28827667, 164.1517487, 74.15174866, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2352,  
150e58a69478d361873de60dff6c5d39,  Locality 5,  b23354d0d526c6afa6c1204e0b9c815f, x, y, lat, long, 0, 0, 0, -1,  Joint, 73.04676056, 172.1293945, 82.12939453, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2353,  
150e58a69478d361873de60dff6c5d39,  Locality 5,  f0315bc4966540d571e4cd1a053086e1, x, y, lat, long, 0, 0, 0, -1,  Joint, 63.22609329, 55.18960571, 325.1896057, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2354,  
150e58a69478d361873de60dff6c5d39,  Locality 5,  037d8461377747362629cb291e66e20d, x, y, lat, long, 0, 0, 0, -1,  Joint, 47.42262268, 56.12559891, 326.1256104, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2355,  
150e58a69478d361873de60dff6c5d39,  Locality 5,  45a4dd98e0f69a761c6975de8f0a9306, x, y, lat, long, 0, 0, 0, -1,  Joint, 65.45939636, 47.02322388, 317.0232239, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2356,  
150e58a69478d361873de60dff6c5d39,  Locality 5,  495f40ff0f3ad8ce57268cdfb4732b55, x, y, lat, long, 0, 0, 0, -1,  Joint, 61.90938568, 43.56035995, 313.5603638, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2357,  
150e58a69478d361873de60dff6c5d39,  Locality 5,  d3cc2186b2208d21e16a9e9b2901d726, x, y, lat, long, 0, 0, 0, -1,  Joint, 68.92563629, 66.06134033, 336.0613403, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2358,  
150e58a69478d361873de60dff6c5d39,  Locality 5,  971fa7171d6d9288ef314dae2d54d67b, x, y, lat, long, 0, 0, 0, -1,  Joint, 63.48541641, 64.49493408, 334.4949341, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2359,  
150e58a69478d361873de60dff6c5d39,  Locality 5,  649919643f4d075e356d8bcb556fa82c, x, y, lat, long, 0, 0, 0, -1,  Joint, 88.1736908, 178.796402, 88.79640198, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2360,  
150e58a69478d361873de60dff6c5d39,  Locality 5,  a2a04aaac3bc46264dda21bf8e969903, x, y, lat, long, 0, 0, 0, -1,  Joint, 85.36238861, 350.6141663, 260.6141663, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2361,  
150e58a69478d361873de60dff6c5d39,  Locality 5,  dfd73785334d4f61565a6830e8a7a905, x, y, lat, long, 0, 0, 0, -1,  Joint, 81.5093689, 178.6941528, 88.69415283, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2362,  
150e58a69478d361873de60dff6c5d39,  Locality 5,  4ba99a63db132c7696001502784e5684, x, y, lat, long, 0, 0, 0, -1,  Joint, 86.12404633, 174.8193207, 84.81932068, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2363,  
150e58a69478d361873de60dff6c5d39,  Locality 5,  af21f3f47f19c075da07f8ad9817cead, x, y, lat, long, 0, 0, 0, -1,  Joint, 89, 354.1333618, 264.1333618, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2364,  
150e58a69478d361873de60dff6c5d39,  Locality 5,  244ce61cf015ed9e50bbc34f2b8a8530, x, y, lat, long, 0, 0, 0, -1,  Joint, 85.5969162, 340.758667, 250.758667, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2365,  
150e58a69478d361873de60dff6c5d39,  Locality 5,  4c12072c61b660c621ee531a321abb36, x, y, lat, long, 0, 0, 0, -1,  Joint, 88.83502197, 356.4335022, 266.4335022, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2366,  
150e58a69478d361873de60dff6c5d39,  Locality 5,  e50666d977a8dc9d02ccd517c56e8c90, x, y, lat, long, 0, 0, 0, -1,  Joint, 61.88889694, 90.31746674, 0.31746674, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2367,  
150e58a69478d361873de60dff6c5d39,  Locality 5,  3d6627d3c2786afc5d1cf5a30ba0e0e0, x, y, lat, long, 0, 0, 0, -1,  Joint, 49.10191727, 79.00093842, 349.000946, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2368,  
150e58a69478d361873de60dff6c5d39,  Locality 5,  d5b43af9305362602ff3d14386715640, x, y, lat, long, 0, 0, 0, -1,  Joint, 67.60350037, 65.63838959, 335.6383972, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2369,  
150e58a69478d361873de60dff6c5d39,  Locality 5,  233b714860d0f220fb202877e23ce23f, x, y, lat, long, 0, 0, 0, -1,  Joint, 89, 173.0995789, 83.09957886, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2370,  
150e58a69478d361873de60dff6c5d39,  Locality 5,  86868d6818b395bcb112dc132c2fa4d0, x, y, lat, long, 0, 0, 0, -1,  Joint, 86.48884583, 354.3429565, 264.3429565, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2371,  
150e58a69478d361873de60dff6c5d39,  Locality 6,  acc23b477cc3c4ba3ab913f46e4de766, x, y, lat, long, 0, 0, 0, -1,  Joint, 53.84928131, 38.74588013, 308.7458801, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2372,  
150e58a69478d361873de60dff6c5d39,  Locality 6,  2b88612bb2717a57e5ec11a87c848b53, x, y, lat, long, 0, 0, 0, -1,  Joint, 61.77503204, 54.60653687, 324.6065369, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2373,  
150e58a69478d361873de60dff6c5d39,  Locality 6,  cabba2d458ed2518a3fd6909d4a83df6, x, y, lat, long, 0, 0, 0, -1,  Joint, 66.75265503, 57.63989639, 327.6398926, 0.90054321,  Strata B,  Fri Aug 18 00:00:00 2374,  
